600548.ss,600597.ss,600874.ss,601005.ss,000543.sz,002194.sz,000559.sz,000912.sz,600017.ss,600118.ss,600270.ss,600299.ss,600380.ss,000822.sz,000927.sz,002269.sz,600006.ss,600151.ss,600176.ss,600221.ss,600308.ss,600316.ss,600549.ss,600595.ss,600639.ss,600685.ss,600809.ss,000612.sz,000793.sz,000876.sz,000951.sz,002242.sz,600033.ss,600183.ss,600282.ss,600350.ss,600376.ss,600516.ss,600616.ss,600770.ss,600782.ss,000021.sz,000061.sz,000685.sz,002001.sz,002038.sz,002244.sz,600004.ss,600027.ss,600066.ss,600085.ss,600236.ss,600251.ss,600418.ss,600569.ss,600588.ss,600970.ss,000059.sz,000089.sz,000301.sz,000900.sz,000917.sz,002122.sz,600110.ss,600117.ss,600169.ss,600426.ss,600456.ss,600582.ss,600718.ss,600804.ss,600835.ss,000625.sz,000807.sz,000969.sz,002028.sz,002155.sz,600008.ss,600125.ss,600210.ss,600219.ss,600271.ss,600307.ss,600779.ss,600816.ss,600879.ss,601991.ss,000012.sz,000422.sz,000690.sz,000717.sz,000728.sz,000758.sz,000778.sz,000999.sz,002128.sz,600022.ss,600143.ss,600158.ss,600170.ss,600508.ss,600737.ss,600820.ss,600859.ss,601727.ss,601918.ss,000401.sz,000528.sz,000680.sz,000968.sz,600132.ss,600216.ss,600269.ss,600352.ss,600638.ss,600653.ss,600886.ss,000423.sz,000488.sz,000725.sz,000729.sz,000960.sz,600037.ss,600096.ss,600108.ss,600256.ss,600266.ss,600428.ss,600600.ss,600674.ss,600812.ss,600839.ss,000027.sz,000538.sz,000667.sz,000718.sz,000897.sz,000959.sz,600058.ss,600109.ss,600220.ss,600497.ss,600596.ss,600601.ss,000652.sz,600500.ss,600660.ss,600688.ss,601872.ss,000039.sz,600026.ss,600432.ss,600611.ss,600694.ss,600748.ss,000046.sz,000100.sz,000686.sz,000932.sz,600150.ss,600188.ss,600598.ss,600741.ss,600811.ss,600111.ss,600331.ss,600518.ss,601808.ss,000895.sz,600029.ss,600068.ss,600153.ss,600196.ss,600395.ss,600528.ss,600663.ss,600690.ss,600717.ss,601866.ss,000031.sz,000933.sz,600010.ss,600276.ss,600643.ss,600664.ss,601588.ss,000338.sz,600100.ss,600208.ss,600655.ss,600875.ss,601111.ss,000009.sz,000425.sz,600895.ss,000630.sz,000800.sz,600808.ss,000768.sz,600123.ss,600309.ss,600997.ss,601001.ss,000878.sz,600415.ss,600675.ss,601333.ss,601998.ss,000060.sz,000157.sz,000709.sz,000839.sz,600009.ss,600583.ss,600635.ss,600642.ss,600348.ss,600881.ss,601958.ss,000937.sz,002142.sz,600325.ss,600362.ss,600649.ss,600177.ss,600031.ss,600832.ss,600795.ss,601699.ss,600550.ss,000568.sz,000629.sz,601766.ss,000783.sz,600104.ss,600011.ss,600585.ss,600547.ss,601666.ss,601899.ss,600018.ss,601009.ss,601898.ss,000792.sz,000825.sz,600489.ss,601600.ss,000024.sz,000063.sz,600015.ss,601168.ss,002202.sz,600005.ss,600089.ss,000623.sz,000651.sz,000898.sz,000402.sz,601988.ss,601186.ss,600739.ss,601919.ss,601390.ss,000858.sz,000069.sz,600383.ss,000983.sz,600019.ss,601006.ss,002024.sz,601628.ss,600048.ss,600028.ss,600900.ss,600519.ss,601857.ss,601939.ss,600050.ss,601169.ss,000001.sz,600837.ss,601601.ss,601398.ss,601088.ss,601166.ss,000002.sz,600000.ss,600030.ss,600016.ss,601318.ss,601328.ss,600036.ss
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.009197817,-0.012875714,-0.019048195,-0.026491615,-0.030102607,0,-0.011904903,-0.006944472,-0.021489498,0.001409444,-0.013513719,-0.017937701,-0.007472015,-0.022335954,-0.009230835,0.003338901,0.012951152,-0.002960042,-0.009501259,0,-0.007315322,0.001794182,0.002022245,0,-0.027802281,-0.039412762,0.020109444,0,0.011146612,-0.031673273,0.007137789,0,0.007100622,0.008438869,0.005952399,0.005320425,0.017857617,-0.001130582,-0.016287005,0.009661911,-0.021460051,0.012205906,0.032174357,-0.018245273,-0.054013128,0.043288995,-0.001411433,-0.023107575,-0.034310502,-0.00619197,0,-0.010445563,-0.010301784,0.00896867,-0.009169703,-0.008150004,0.004395611,-0.002600782,-0.0130295,-0.003430535,0.021826263,0.019731582,0,0.018090946,0.01639381,-0.00777206,-0.025693677,-0.015091276,-0.025017763,-0.001679262,-0.006222795,-0.022814678,0.007561473,-0.001895735,-0.00503055,-0.00248916,-0.011507607,-0.042620087,-0.002853069,0.00584797,-0.02182897,0.038868869,0.00206292,0.003028011,-0.013899838,-0.009975145,-0.006079046,0.030144126,0.037244173,0.012959145,-0.021779445,-0.016311525,-0.003102326,-0.02261671,-0.008982096,0.009090972,0.001853569,-0.017482963,-0.0115906,-0.006860021,0.005708864,0.015267472,0.027985365,-0.002460026,0.003129893,-0.015334364,-0.024268127,-0.008247469,-0.00568876,0.005838486,-0.016308252,0.00291971,-0.009933857,-0.026079713,0,0.008643096,-0.022776607,-0.012062872,-0.013303966,0.001771864,0.038001118,-0.016554178,-0.01242252,-0.019217147,-0.024082596,-0.018980935,0.056875648,0.003623192,0,0.010733556,0,0.005004181,-0.043582267,-0.008928631,-0.017812176,-0.0104713,0.010850016,-0.007013471,-0.016389177,0.017637141,0.034721337,-0.032523192,0,0,-0.019214565,-0.008013781,-0.007590169,0.00778214,0.052376836,0.019210836,0,0.012345836,-0.051188842,0.077610603,-0.001853569,0.009090972,0.002989539,0.01731645,-0.019553089,-0.004949144,-0.029852963,-0.025363678,-0.003690041,0.00399734,0.014837067,0.020339684,0.007895577,-0.013563067,-0.015464226,0.037537919,-0.021568672,-0.018278527,-0.008259634,0.060976796,-0.000840689,0.001491425,0.00165426,0.032260862,0.011402632,-0.012024193,0.007380107,-0.055321405,-0.010139504,-0.009756175,0,0.003943223,0,-0.03542283,-0.018271766,-0.016697303,-0.032178898,-0.005698021,-0.011338979,-0.012903405,0.015227388,-0.051799495,0.037740328,-0.01087624,-0.00345594,-0.028591941,-0.002939738,-0.001082837,0.011826682,-0.010598131,0.018727139,0.030356462,0.006968669,0.022939291,-0.001086366,0.014815086,0.001659751,-0.004827041,-0.005123837,-0.004842624,-0.006810469,-0.01595594,-0.001994019,-0.0025652,-0.009444313,-0.010372559,0.014018921,0.055037325,0.001826485,0.006309169,-0.019066355,-0.005410293,-0.007633625,-0.025446666,0.030259495,-0.004813828,0.019231362,0.041466948,-0.010695289,-0.002838492,-0.02266386,0.023568311,-0.027093291,-0.007050558,-0.005235614,0,-0.012028576,-0.00641439,-0.010502722,0.008275909,-0.026814526,0.013552966,0.052142798,-0.003081667,-0.001935205,0.020202707,0.005550431,0.021429391,0.007710293,0.009950331,-0.007083855,0.091083829,0.019076147,0.013605652,0.083313464,-0.007365283,0.015748357,0.057523844,-0.011758553,0.009290047,0.012739026,-0.012296719,0.012195273,0.008836582,0.04699837,0.009302393,0.042466963,0.006006024,0.005805532,-0.010001586,0.001105583,0.021506205,-0.002861232,0,-0.001874416,0.000975134,0.020238262,0.016726794,-0.007125921,0.00596776,0,0.010030174,-0.007513183,0.015151805,0.039399035,0.024001152,-0.016128659
0,-0.008247469,0.00645858,-0.005509656,0.00401876,0.023491013,-0.004464283,0.003984069,0.003478264,0.038511469,-0.001409444,0.006779687,0.074107972,0.009950331,0.002051283,-0.02029734,-0.003338901,0.014598799,-0.01493308,0,0,0.062609349,-0.032533774,-0.016293639,-0.001111729,0.005787532,-0.026823471,-0.012750628,0,0.021152375,0.004815419,0.002840911,0.00447428,0.041576427,-0.004210533,0,-0.014508851,0.044355567,-0.005672165,0.00817666,-0.00240674,0.006486509,0,0.024327872,-0.004887317,0.0010688,-0.026835242,0.001411433,0.007762005,0.019117093,0.033317907,0,0.002467614,0.026278884,0,0.055735817,0.00571197,0.041523503,0.002600782,0.009788006,-0.001147279,0.003917733,-0.001777778,0,0.021675725,0.0527827,-0.005215136,0,0.002679769,0.011928571,0.02980353,0.014870162,-0.003081667,-0.019011979,-0.007619084,0.018557985,-0.018644008,-0.002317498,-0.011678965,0.008534902,-0.004382768,-0.005532518,0.03458558,-0.007757991,-0.01984798,0.041132988,0.007490672,-0.003665245,-0.000873744,0.008565363,-0.012959145,-0.005519793,-0.012533479,0.00619197,0.045558279,0.00150263,-0.009090972,-0.011173301,0.0226688,0.001294499,0.001875587,0.009442941,-0.001082837,0.033522692,0.004914015,0.00415801,0.035421123,0.00306592,0.010298752,0.002442004,0.014129972,0.010106388,0.00291121,0.003322262,-0.023651488,0,0.028839997,0.038246529,-0.007308193,0.008888947,-0.00888909,-0.017094433,0.007558615,0.001561281,0.017751945,0.005609221,-0.013786592,0.002400962,-0.011823694,0.021302581,0.062088904,0.004842624,0.001662511,-0.000306652,-0.00449439,-0.016828876,-0.003514942,0,-0.013581549,0.003980671,-0.007017573,-0.016514991,0,0.004210533,-0.005633818,0.007029906,-0.019733664,0.007590169,0.003868477,0.029998196,0.006322466,-0.005198675,-0.010277583,-0.009294026,0.011834458,-0.030134107,0.017937701,-0.009598154,-0.008620743,0.006124254,-0.00497376,0.003780723,-0.011998298,0.003690041,-0.023954853,-0.017831082,0.000745434,-0.001210654,0.041661978,-0.013072082,-0.001755927,0.021568672,0.011583141,0.000592242,0.007017573,-0.008445996,0,0.003300333,0.003960401,0.020202707,-0.005390849,-0.014815086,0.019125962,-0.002551022,0.021019367,-0.003284075,-0.01426897,0,-0.007237667,0,0.018854801,-0.01386504,0.010233176,-0.002635048,-0.005788728,-0.011530526,0.018809332,-0.00464038,0.049773306,0.015215017,0.046370187,0.002939738,0,-0.013149433,0.031463269,-0.003717476,0.009917437,0.011507607,-0.01085787,-0.001087548,-0.007380107,-0.001659751,0.012024193,-0.005150226,0,-0.002280503,0.003490405,0.019763489,-0.012925643,0.042164159,-0.001897534,0.020666637,-0.007565236,0,0.013741628,-0.0233701,0.001806685,-0.007692346,-0.003755873,-0.002985077,-0.016600267,0.009478744,0.003861009,-0.005390849,-0.014314587,0.004288784,0.021990415,-0.0168345,0.005878912,-0.002628122,-0.007633625,0.027131344,0.002570696,-0.019418086,0,-0.003093105,-0.007722046,-0.026381839,-0.02289382,0.011550663,-0.005012542,0.011009286,-0.007092228,0.016755924,0.010428831,0.040253112,-0.009456335,-0.00583092,-0.003384098,0.007806441,0,0.024256978,0.033590944,-0.012987196,-0.022713067,0.016736792,0.010137668,0,0,0.02829043,0.014706147,-0.017775803,-0.010836951,-0.005805532,-0.012887824,0,0.006362694,0.005714301,0.016000341,0.019201593,0,-0.017575145,0.002366865,-0.000397377,0.033385336,0,0.029500664,0,0.041723843,0.002332239,0,0.005162844
-0.00294551,0.002068253,0.02960047,-0.008321823,-0.008053735,0.034233172,0.00890429,0.013820556,-0.0104713,0.069850095,-0.001411433,-0.005080451,-0.008438869,0.002472189,0.014242357,0.023383762,-0.006711435,0.012601427,-0.013124873,0,-0.002886005,-0.007615129,0.01600874,0.012245051,-0.022498137,0.0122902,0.035277027,-0.004594406,0,0.028278537,0.010354533,-0.005689916,-0.00896867,0.0067644,0,-0.005952399,-0.01863408,-0.005305052,0.095413598,0.025724891,-0.004830927,0.002152853,0,-0.009486919,0.007046408,0.036120089,-0.021999054,0.002816903,-0.007762005,0.019548199,0.020541263,0,0.015892755,-0.021850833,-0.00896867,-0.001937985,-0.017234731,-0.012703064,-0.002600782,0.003241494,0.005718715,0.00097704,-0.001780944,0,0.011628038,-0.026043139,0.003913899,0.006916454,-0.005366739,0.026009268,0.001629992,0.008573231,-0.020265697,0.005741643,0.018001434,0.003528421,-0.004586282,0.009237941,0.002932553,0.014064929,0.017416986,0.021270099,0,0.027146353,-0.00851728,0.038071948,0,0.033697532,-0.008779688,-0.002134473,-0.004357305,-0.018622512,0.011539761,-0.009302393,0.030459207,-0.00451468,0,-0.005633818,-0.003454235,0,-0.000624805,0.007490672,-0.011989244,0.000392388,0.009756175,-0.011476391,0.006371703,-0.008196767,0.016260521,-0.009804,0.009520859,0.020367442,0,-0.001659751,0.009321663,-0.003944778,0.003338901,0.041990902,-0.004901971,0.030503454,0.00178272,-0.010398707,0.010486987,0.014711841,-0.016260521,0.025159312,-0.010464024,-0.012062872,0.015433806,0.02085823,-0.006711435,0,0.008271346,0.026084281,-0.00451468,-0.017116942,0.01745245,-0.003603608,0.025823031,-0.024706801,0.003514942,0.000690871,0.008230499,0.004192878,0.016807118,0.008718451,0,-0.005687219,-0.011650617,0.009539023,-0.01268516,-0.008224345,0.004123717,0.014354313,-0.014001306,0.00191022,-0.00445435,-0.019477183,-0.004338402,0.003917306,-0.011702558,-0.001258653,-0.00652075,-0.012975159,0.022624181,0.001498128,0.049428666,0,0.032058264,0,-0.001759015,-0.005706511,-0.006740517,-0.016114941,-0.016925651,0.008445996,-0.018045602,0,-0.011928571,-0.017937701,-0.008141158,0.00558141,0.01538231,0.006365394,0.015873349,-0.013245227,-0.016096927,0,-0.009732437,0.01268516,-0.013743435,-0.007005283,-0.004535155,0.00526317,0.027202823,-0.008470141,-0.00873368,-0.004662013,0.004613618,-0.010773855,0.018703787,-0.007858587,-0.006521762,0.00528054,-0.007401958,-0.016901811,-0.016584128,-0.025493849,-0.014293811,0,-0.003710579,0.006622541,-0.003992021,-0.00690849,0.004842624,0.002280503,-0.01615771,-0.013793322,0.002598529,-0.016226106,-0.007626348,-0.007986352,-0.012467485,-0.005489492,-0.017522351,-0.006920443,0.024956732,-0.003868477,-0.022836387,-0.001495887,0.031252544,-0.016647233,-0.017493157,-0.017448643,-0.025110808,0.014164543,-0.022519936,0.004098926,-0.005878912,-0.002635048,0.003824096,-0.021645867,-0.005148017,0.008803885,-0.005509656,-0.001860466,0,-0.022424283,0,-0.022255394,-0.001257071,0.028778965,-0.003565066,0.004522214,-0.000576535,-0.013751172,-0.014354313,-0.004395611,-0.003395589,-0.020424905,-0.010131799,-0.017582871,-0.015128882,0.021197129,-0.017723709,-0.016736792,-0.010865735,0.004032264,-0.013284328,-0.012631747,-0.032455329,-0.011542697,0.003625382,-0.004376375,0.031561352,-0.003320424,-0.017057983,-0.002853069,-0.027898805,-0.018576397,-0.022672238,-0.02969179,-0.021506205,-0.006779687,-0.019773768,0,-0.019570096,-0.015963851,-0.015748357,-0.037984713,-0.015936592,-0.000742349
0.01173034,-0.008298803,-0.002085506,-0.005586607,0.010723963,0.05153365,0.030574434,0.021339316,0.003502631,-0.01510407,-0.011363759,0.020168751,-0.023580943,-0.002472189,0.006042314,0.082055615,0.010050336,-0.010791472,0.005068435,0.011862535,0,-0.024623122,0.00803842,0.029972274,-0.010291686,-0.004897969,0.051157113,0.002759543,0,0.009002311,0.010248414,0.002849005,0,-0.009029407,0,0,-0.002353865,0.002125399,0.003097576,-0.003179653,-0.002424244,0.004291852,0,-0.011329097,-0.00814118,0.012769522,-0.017765778,-0.005641764,-0.010443959,-0.011120483,-0.007518832,0,0.013253206,-0.023846137,0.00449439,-0.014654872,0.00165426,0,-0.002607563,0.006451635,0.013591368,-0.016740913,0,0,-0.02339288,-0.024033199,0.016785417,-0.016213441,0.026550232,-0.003858526,0.049255389,-0.008573231,0.007843177,0.005708864,-0.046117682,0.01121386,0.00305765,0.009153382,-0.01474953,-0.002797205,0.014285957,-0.016427474,0.027934777,0.014049403,-0.007806441,-0.021787354,0.007434978,-0.002369669,-0.002649008,-0.023784905,-0.004376375,0.009354605,-0.01812188,-0.007818648,-0.012477522,0.023109489,0,-0.001885015,-0.015693435,0,0.022861669,0.009285118,0.002190581,-0.023418415,0,0.006276171,-0.022841821,0.011253316,-0.012170536,0.013860801,-0.001264223,-0.007525459,-0.00875918,0.019737483,0,0.011787956,-0.010050336,0.003498546,0.002453989,-0.012959145,0.005334506,-0.006491908,-0.001491425,0.014498537,0.025019701,0.017420112,0.009080691,-0.017136282,0.01519922,-0.012694919,-0.00168492,0,-0.009933857,-0.00269825,-0.004535155,-0.012024193,0,0.007194276,-0.035981469,0.00174368,0.013937508,-0.011854363,0.048009219,0.008333382,-0.005571045,0.020619287,-0.008240188,-0.01339733,0,-0.002376239,-0.004264399,-0.023548373,-0.00619197,-0.000594001,0.008639363,-0.029043668,-0.00896867,0.002455495,0,-0.020184977,0.028186447,0.006277485,-0.008446789,-0.003738322,-0.030006306,0,0.013385195,-0.004248868,-0.000813471,-0.002635048,-0.008841791,-0.004300605,-0.004842624,0.044137791,-0.010007231,-0.002526317,-0.008381001,-0.001648805,-0.012072581,-0.013667639,0.036124329,-0.01495355,0.00473741,-0.00892294,-0.006319136,0.00332779,-0.004065046,0,0.012150818,0.004192878,0.005809748,-0.001759015,0.016901811,0.012174063,-0.001413428,0.004773279,0.016159457,0.004662013,-0.022106776,0.085368801,-0.012430241,0.033934424,0.02157581,-0.004618946,0.004447746,-0.00951482,-0.013468217,-0.007067167,0,-0.03206466,0.003710579,0.004938282,0.002397125,-0.012205906,-0.012150818,-0.004566218,0.034798222,-0.00796817,-0.001731602,0.037687642,-0.017374954,-0.018497637,-0.002025522,-0.009216655,0.006293287,-0.009970172,-0.017762456,-0.0038835,0.047001132,0.032403424,0.038413502,-0.021819047,-0.009852296,-0.009950331,0.001182033,-0.037253592,-0.013329976,0.000272665,0.024462489,0.002635048,0.007604599,-0.003287674,0.008991711,0.015504187,-0.00554018,0.001860466,0.003868477,0.001998672,0.075009821,-0.011811161,-0.008844025,-0.012489012,0.003565066,-0.004522214,-0.009270055,0.00268869,-0.014563364,-0.005891033,-0.003407158,-0.009569451,-0.005445895,-0.008908745,-0.006116227,0.017618497,0,-0.005641764,0.026591578,0,0.005925943,-0.019972133,-0.012805487,0.015123797,-0.001207001,-0.00733679,0.026259985,0,-0.010810916,0.019802627,-0.013143672,-0.008787881,-0.010020124,-0.000456725,0.002412546,0.014302985,-0.013611568,0,0.001974334,-0.001533743,-0.001221747,-0.008615982,-0.014155949,-0.006638092
0.00581397,-0.009419222,-0.004184107,0.011142177,-0.005347606,-0.016884515,-0.008641513,0,0.010434877,0.006070809,0.007117468,-0.006677821,0.006486509,0.004938282,-0.012121361,-0.000709975,0.00332779,0.012578782,0.002020203,0.014051753,0,0.014144507,0.018677785,-0.011881328,0.032789823,0.006525309,-0.00259098,-0.001838236,0,0.008181526,-0.017405503,0.011315538,0.00449439,0,0,0.002980628,0.013265899,0,-0.009321663,0.02515856,0.004842624,0.006403437,0,0.006116227,-0.00217676,-0.005598389,0.023311079,-0.00425231,0,-0.012060411,0.029218546,0,-0.009621241,-0.010614201,0.00447428,0.005887158,-0.016667052,-0.037631068,0.005208345,0,-0.001126617,0.012827014,0.012400513,0,0.019531871,0.005390849,-0.00771212,0.001749782,-0.008771986,0.012804272,-0.009345862,0,-0.007843177,0,0.020438668,0.033576296,0.008119267,-0.00685717,0.016212588,-0.002805051,0.001417435,0.002756721,-0.008298803,-0.010518504,0.010136539,-0.001469508,0.014706147,0.052004785,0.007926065,-0.004385972,0.013072082,0,0.000511884,-0.001571092,0.005251476,-0.012606767,0.013605652,0,0.008748962,0.0179492,-0.001222494,-0.001850139,-0.003287674,-0.012934699,0.03106582,-0.014706147,0.012199649,0.001016777,0.008130126,-0.013860801,0.02313326,0.004710044,0.00292826,-0.006535971,0.014329826,-0.003913899,-0.006756782,-0.010532572,0.002447982,0,-0.001775009,0.004498883,0.019217147,0.018018506,-0.00583092,-0.001188917,0.033481729,0.024391453,-0.01519922,0,0.006722714,0.004819286,-0.001665279,-0.004061075,0.004535155,0.012024193,0.020548668,0,0.011346792,0.014413625,0.037355787,0,0.095546894,0,0.013869848,0,0.012918559,0.005763705,0.011650617,0.008685408,0.016949558,-0.010819271,0,0.017084363,0.050325084,0.001962709,0,0.000612933,0.004338402,0.024519617,-0.014270275,-0.008799554,-0.000942952,0,0.003834571,0.010424517,-0.006318027,-0.003045997,0.002600782,0.033725635,0.001774623,0.008582794,0.002908388,-0.025657384,-0.001437815,0.007559885,0.018196105,0.001648805,0.031875209,0.004576667,0.007853444,0.031513266,-0.00813361,0.005108568,0.006319136,0.013201512,0.022155992,0.031581572,0.009615459,0,0.068558309,0.01745245,0,0.002589557,0.012649501,0,-0.004944386,0.009259325,-0.001177163,-0.014572207,-0.01702974,0.017013643,-0.004278081,-0.000661594,-0.002962965,0.020814375,0.01011813,0,0.001106807,0,0.003696862,0.011428696,-0.006405146,-0.005277057,0.009732437,0.002285715,0,0.003992021,-0.004342169,0.004783063,0.002916871,0.00813485,0.006870102,0.001850139,-0.001255493,0.012941943,-0.003590668,0,0.005037794,0.054982134,-0.00188603,0.004889985,-0.00595831,0.004434597,-0.01667698,-0.022141126,-0.002687451,0.008686265,-0.005770356,0.007863736,0.003780723,0,-0.00770222,-0.000375305,0.011049836,0.016590242,0.01342302,0.004979272,-0.005876608,0.002965894,-0.002541297,0.060941395,0.003552402,0.022406158,0.028688141,-0.007314758,0.009732437,0,0.003407158,-0.011281344,0.006124551,0.02431059,0.006116227,-0.003148507,0.005486982,0.004234304,-0.017167804,0.012000144,0.017569998,0.024200469,0.005711581,0.012784265,0.020323473,0.01316771,-0.009051222,-0.002219757,0.004338402,-0.005617992,0.003302149,0.000630318,-0.004036332,-0.007336117,0.019093659,-0.018714462,-0.003579967,0,-0.009910884,0.014476443,-0.006131227,-0.001776594,-0.002038737,0.002955704
-0.023461487,-0.019108862,-0.029789437,-0.059932341,-0.034086463,-0.007770047,-0.017505918,-0.033173774,-0.028072019,0.065861335,-0.022956532,-0.046280753,-0.026202372,-0.04534782,-0.056441311,-0.031748698,-0.026937656,0.001784122,-0.053899055,-0.023530497,-0.029327615,0.058639838,-0.035870185,-0.04273285,-0.039710266,0.001624696,-0.011385322,-0.029880841,0,-0.046237868,-0.034920316,-0.034338138,-0.018100042,-0.041672696,-0.034338138,-0.021053409,-0.051701374,-0.03566018,-0.032789823,-0.046076458,-0.019512814,-0.023682485,-0.015720848,-0.03546471,-0.009879307,-0.013102307,-0.071629656,-0.012866511,-0.010554188,-0.000808251,-0.013706066,0,-0.01952472,0.003044142,-0.027150989,-0.0078576,-0.036803469,-0.034512052,-0.015707129,-0.022765211,-0.032039354,-0.031875209,-0.024956732,0,-0.019531871,-0.027249642,-0.042166985,0,-0.031322471,-0.029698761,-0.026964362,-0.037598414,0.003144657,-0.017225306,-0.015534293,-0.028710106,-0.031313334,-0.018519048,-0.017699577,-0.025605951,-0.030196399,-0.013860236,-0.042559614,-0.03379738,-0.054196529,0.021819047,-0.027128667,-0.034367644,-0.050370359,-0.026727649,-0.021882711,-0.041831194,-0.023107726,-0.035205264,0.031723517,-0.02876807,-0.027398974,-0.032601161,-0.042711118,-0.041511824,-0.035484582,-0.037740328,-0.030085835,-0.021798108,-0.033495954,-0.042145621,-0.042249547,-0.024692613,-0.054067221,-0.027467395,-0.044227043,-0.026692732,-0.023669744,-0.02321829,-0.026778119,-0.031875209,-0.003395589,0.01169604,-0.019753729,-0.013129291,-0.021544091,-0.016088834,-0.03274102,-0.035596337,-0.032692362,-0.021088427,-0.056681298,-0.041826515,-0.000300345,-0.001162115,-0.022016131,-0.019418086,-0.025317808,0.006759325,-0.022884294,-0.032391496,-0.034486176,0,-0.018580097,-0.05168502,-0.044300259,-0.024870104,0.00942292,-0.029475818,-0.025105921,-0.027587957,-0.008201569,-0.023256862,-0.031375123,-0.000786473,-0.034191365,-0.01408474,-0.02515856,-0.008800291,-0.062223548,-0.046146603,0.00896867,-0.035550984,-0.030771659,0.008613318,-0.030875312,-0.013986242,-0.008526816,-0.026567027,-0.034203251,-0.036203049,-0.032930678,-0.026585801,-0.001462107,-0.018018506,-0.03978825,-0.048148596,-0.015610073,-0.039764275,-0.011577553,-0.040124887,-0.000751597,-0.023334392,-0.031875209,-0.037213596,-0.039898909,-0.035286855,0,-0.03368194,-0.01907848,-0.026579638,-0.048989387,-0.049114051,-0.024214258,-0.019718949,-0.030898442,-0.019214565,-0.036409027,-0.03687863,-0.012649501,-0.018153195,-0.056065637,-0.02803922,0.032447806,-0.042639394,-0.011516442,-0.038209041,-0.028262751,-0.029552184,-0.028594875,-0.042071214,-0.020339684,-0.033657023,0.002209946,-0.029648694,-0.029964789,-0.02965621,-0.00806456,-0.014209831,-0.026995504,-0.009174376,0,-0.018090946,-0.030037594,-0.040339266,-0.022583189,-0.046189382,-0.031917603,-0.030021016,-0.028027312,-0.045531385,-0.0199825,-0.015686596,-0.033917305,-0.026408762,-0.018234279,-0.027195743,-0.016064603,-0.021241715,0.002998503,-0.022642477,-0.040642606,-0.015525302,-0.032944156,-0.013140794,-0.022901764,-0.027825947,-0.01297035,-0.036701367,-0.022223137,-0.029686781,-0.027028672,-0.040199671,-0.028900865,-0.016924247,-0.024469991,0.005054771,-0.017889565,-0.037625828,-0.03394056,0.004626068,-0.024511031,-0.028466342,-0.003407158,0.001619434,-0.031004895,-0.042369771,-0.021572485,0.008374089,-0.031969366,-0.041702664,-0.027799888,-0.005982072,-0.010211613,-0.029980832,-0.013859242,-0.046217612,-0.014302985,-0.00437,-0.015217769,-0.010050336,0.002162163,-0.02279301,-0.033522692,-0.02101319,-0.030803257,-0.001842469,-0.007117468,-0.02194318,-0.027266237,0,-0.022155992,-0.039341749,-0.014870162,-0.012525326,-0.0102565,-0.019393137
